id_old,id_new,slug
4769,11614,wadi-al-amayer
4770,11615,khirbat-tawil-ash-shih
4771,11616,ar-ramadin
4772,11617,khirbat-al-fakheit
4773,11618,imneizil
4774,11619,arab-al-fureijat
4775,11620,ash-shati-camp
4776,11622,madinat-ezahra
4778,11624,juhor-ad-dik
4779,11625,an-nuseirat-camp
4781,11627,al-bureij-camp
4782,11628,al-bureij 
4783,11629,az-zawayda
4784,11630,deir-al-balah-camp
4785,11631,al-maghazi-camp
4786,11632,al-maghazi 
4787,11634,al-musaddar
4788,11635,wadi-as-salqa
4789,11636,al-walaja
4791,11639,ayda-camp
4792,11640,khallet-an-numan
4793,11641,al-aza-camp
4794,11642,al-khas
4795,11643,al-haddadiya
4796,11644,khallet-hamameh
4797,11645,bir-onah
4798,11647,dar -salah
4799,11652,ad-doha
4800,11654,ad-duheisha-camp
4801,11655,hindaza
4802,11656,ash-shawawra
4803,11659,beit-tamir
4804,11660,khallet-al-louza
4805,11662,zatara
4806,11663,jannatah
4807,11664,wadi-rahhal
4808,11665,jubbet-adh-dhib
4809,11666,khallet-sakariya
4810,11667,khallet-al-haddad
4811,11668,al-masara
4812,11669,wadi-an-nis
4813,11670,jurat-ash-shama
4814,11671,marah-maalla
4815,11672,umm-salamuna
4816,11673,al-manshiya
4817,11674,tuqu
4818,11675,marah-rabah
4819,11677,al-maniya
4820,11678,kisan
4821,11679,arab-ar-rashayida
4822,11701,qalandiya-camp
4823,11712,kharayib-umm-al-lahim
4824,11721,al-kaabina
4825,11722,az-zaayyem
4827,11725,arab-al-jahalin
4828,11726,as-sawahira-ash-sharqiy
4829,11727,ash-sheikh-sad
4830,11728,al-bagar
4831,11729,al-bat
4832,11730,al-batil
4833,11731,al-bhirah
4834,11732,al-forah
4835,11733,al-gara
4836,11734,al-gatamat
4837,11735,al-gazzah
4838,11736,al-grin
4839,11737,al-madbach
4840,11738,al-mekiman
4841,11739,al-msadiyyah
4842,11740,al-mtaher
4844,11742,as-sdir
4845,11743,as-sir
4846,11744,as-sirrah
4847,11745,az-zarnog
4848,11746,az-zarura
4849,11747,bat-as-sarayih
4850,11748,bir-al-chamam
4851,11749,bir-al-mahash
4852,11750,khasim-zannih
4853,11751,khirbat-al-batal
4855,11753,nafhah
4856,11754,rachama
4857,11755,sawa
4858,11756,sawawin
4859,11757,tal-al-malah
4860,11758,tal-arad
4861,11759,twail-abu-jarwal
4862,11760,umm-al-hiran
4863,11761,umm-namila
4864,11762,um-ratam
4865,11763,wadi-al-meshash
4866,11764,wadi-al-naam
4867,11765,wadi-aricha
4868,11766,zhayyih
4869,11767,abdeh
4870,11768,atir
4871,11769,awajan
